JIT compiled.

============================================================================
PAIR: EUR_USD  OOS=409d
 reg_N   mode  ZW/atr tgt_f   ta  wick |      p/d       P5     nc  skip%   1L%   5+%   IS  OOS  perm_p | status
EUR_USD     20     atr     0.0       5.0       0.7  8.0         0.15 5.563194e+16 7.321134e+15 1250    68.1      3.8   0.000
EUR_USD     20     atr     0.0       5.0       0.7 10.0         0.15 5.391973e+16 5.718822e+15 1136    65.5      4.0   0.000
EUR_USD     20     atr     0.0       5.0       0.7  8.0         0.25 5.019511e+16 1.830964e+15 1085    66.9      3.5   0.000
EUR_USD     20     atr     0.0       5.0       0.7 10.0         0.25 5.019511e+16 1.976250e+15 1003    64.7      3.7   0.005
EUR_USD     30     atr     0.0       5.0       0.7  8.0         0.15 4.919757e+16 3.219503e+14 1632    69.5      2.8   0.000
EUR_USD     30     atr     0.0       5.0       0.7  8.0         0.25 4.867730e+16 4.485281e+14 1514    68.8      3.2   0.000
EUR_USD     20     atr     0.0       5.0       0.7  6.0         0.15 3.801272e+16 4.663745e+15 1410    73.9      2.4   0.000
EUR_USD     20     atr     0.0       5.0       0.7  6.0         0.25 3.590962e+16 2.190700e+15 1238    73.2      2.2   0.000
EUR_USD     30     atr     0.0       3.0       1.0 10.0         0.00 2.974264e+16 7.380544e+15 2508    59.1      7.0   0.000
EUR_USD     30     atr     0.0       3.0       1.0  8.0         0.00 2.577233e+16 3.094920e+15 2924    63.4      5.9   0.000
EUR_USD     50     atr     0.0       4.0       0.7  8.0         0.25 2.299718e+16 6.024644e+15 2557    68.7      3.1   0.000
EUR_USD     30     atr     0.0       5.0       0.7  6.0         0.25 2.009787e+16 1.248369e+15 1764    73.9      2.1   0.000
EUR_USD     30     atr     0.0       5.0       0.7  6.0         0.15 1.947013e+16 2.951859e+14 1923    74.6      2.0   0.000
EUR_USD     50     atr     0.0       4.0       0.7  8.0         0.00 1.934324e+16 6.465030e+15 2797    68.8      2.9   0.000
EUR_USD     80     atr     0.0       4.0       0.7 10.0         0.00 1.487831e+16 2.313325e+15 2492    66.0      3.9   0.035
EUR_USD     50     atr     0.0       3.0       1.0 10.0         0.25 4.437758e+15 1.223713e+15 2446    59.2      7.1   0.000
EUR_USD     80     atr     0.0       5.0       0.7 10.0         0.15 3.208363e+15 7.349959e+14 1782    70.4      3.4   0.000
EUR_USD     80     atr     0.0       5.0       1.0  8.0         0.25 2.495258e+15 1.960000e+02 1455    72.4      5.0   0.015
EUR_USD     50     atr     0.0       5.0       0.7  8.0         0.15 1.424674e+15 2.610980e+14 1981    72.1      2.4   0.000
EUR_USD     30     atr     0.0       4.0       1.0 10.0         0.25 1.779281e+14 1.129015e+09 1514    64.9      5.9   0.000
EUR_USD     50     atr     0.0       4.0       1.0  6.0         0.15 1.603457e+14 2.114184e+08 2536    73.9      4.2   0.005
EUR_JPY     80   fixed    30.0       0.0       0.5  8.0         0.00 7.722610e+12 1.952066e+12 5547    79.6      1.8   0.025
EUR_JPY     80   fixed    30.0       0.0       0.5 10.0         0.00 7.714773e+12 2.180416e+12 4760    75.7      2.2   0.020
EUR_JPY     80   fixed    30.0       0.0       0.5  8.0         0.15 6.389994e+12 1.280514e+12 5017    79.7      2.0   0.010
EUR_JPY     80   fixed    30.0       0.0       0.5  8.0         0.25 6.284860e+12 1.135779e+12 4593    78.9      2.0   0.015
EUR_JPY     80   fixed    30.0       0.0       0.5 10.0         0.15 6.132655e+12 1.006038e+12 4337    75.6      2.4   0.000
EUR_JPY     80   fixed    30.0       0.0       0.5 10.0         0.25 6.049650e+12 1.145244e+12 3933    74.2      2.7   0.000
EUR_JPY     50   fixed    30.0       0.0       0.5 10.0         0.00 6.036964e+12 8.672068e+11 4454    75.1      2.4   0.000
EUR_JPY     50   fixed    30.0       0.0       0.5  8.0         0.00 5.947101e+12 8.461865e+11 5203    79.2      1.9   0.000
EUR_JPY     30   fixed    30.0       0.0       0.5  8.0         0.00 4.736836e+12 9.499162e+11 4694    79.1      1.9   0.000
EUR_JPY     50   fixed    30.0       0.0       0.5 10.0         0.15 4.675082e+12 8.821998e+11 4077    75.4      2.4   0.000
EUR_JPY     80   fixed    30.0       0.0       0.5  6.0         0.25 4.568366e+12 5.629644e+11 5429    83.4      1.6   0.010
EUR_JPY     50   fixed    30.0       0.0       0.5 10.0         0.25 4.520599e+12 9.368548e+11 3760    75.0      2.7   0.000
EUR_JPY     80   fixed    30.0       0.0       0.5  6.0         0.15 4.473526e+12 6.510095e+11 6049    84.1      1.6   0.045
EUR_JPY     50   fixed    30.0       0.0       0.5  8.0         0.15 3.904128e+12 2.590215e+11 4654    79.2      2.1   0.015
EUR_JPY     20   fixed    30.0       0.0       0.5 10.0         0.00 3.520197e+12 7.165205e+11 3564    75.3      2.2   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5  8.0         0.00 3.468136e+12 7.646278e+11 3989    79.3      1.9   0.000
EUR_JPY     30   fixed    30.0       0.0       0.5  6.0         0.00 3.350903e+12 6.890644e+11 5509    83.4      1.6   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5  6.0         0.00 3.308333e+12 6.208453e+11 4618    83.9      1.5   0.000
EUR_JPY     30   fixed    30.0       0.0       0.5 10.0         0.00 3.018176e+12 3.636822e+11 4106    75.2      2.2   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5 10.0         0.15 1.536968e+12 4.672515e+11 3134    74.8      2.3   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5  8.0         0.15 1.504257e+12 4.096333e+11 3440    78.9      1.9   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5  6.0         0.15 1.355758e+12 2.873184e+11 3915    83.2      1.5   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5 10.0         0.25 1.328727e+12 2.593023e+11 2801    74.8      2.4   0.000
EUR_JPY     20   fixed    30.0       0.0       0.5  8.0         0.25 1.247636e+12 1.828557e+11 3045    78.8      2.0   0.005
EUR_JPY     20   fixed    30.0       0.0       0.5  6.0         0.25 1.237560e+12 1.684366e+11 3408    83.3      1.7   0.015
EUR_JPY     30   fixed    30.0       0.0       0.5 10.0         0.15 1.173925e+12 4.033540e+11 3711    74.8      2.1   0.000
EUR_JPY     30   fixed    30.0       0.0       0.5  8.0         0.15 1.120985e+12 3.187412e+11 4176    78.7      1.8   0.005
EUR_JPY     30   fixed    30.0       0.0       0.5  6.0         0.15 9.765505e+11 2.272994e+11 4804    83.1      1.6   0.005
EUR_JPY     30   fixed    30.0       0.0       0.5 10.0         0.25 9.345412e+11 1.368589e+11 3389    75.0      2.2   0.005
EUR_JPY     30   fixed    30.0       0.0       0.7  6.0         0.00 3.050420e+04 4.173000e+03 3948    83.4      2.2   0.000
EUR_JPY     30   fixed    30.0       0.0       0.7  8.0         0.00 2.707860e+04 2.891800e+03 3381    79.4      2.4   0.005
EUR_JPY     30   fixed    30.0       0.0       0.7  8.0         0.15 2.586640e+04 1.112400e+03 2999    79.2      2.6   0.025
EUR_JPY     30   fixed    30.0       0.0       0.7  6.0         0.15 1.233720e+04 2.115700e+03 3460    83.2      2.2   0.025
EUR_JPY     30   fixed    30.0       0.0       0.7 10.0         0.00 8.605200e+03 2.600500e+03 2902    75.6      2.8   0.000
EUR_JPY     20   fixed    30.0       0.0       0.7 10.0         0.00 8.063100e+03 2.507600e+03 2480    74.3      3.5   0.000
EUR_JPY     20   fixed    30.0       0.0       0.7  6.0         0.00 7.276800e+03 2.082500e+03 3314    83.1      2.4   0.000
EUR_JPY     80   fixed    30.0       0.0       0.7 10.0         0.00 7.052000e+03 2.096200e+03 3236    75.2      2.8   0.000
EUR_JPY     20   fixed    30.0       0.0       0.7  8.0         0.00 6.864000e+03 1.827500e+03 2850    78.7      2.7   0.000
EUR_JPY     20   fixed    30.0       0.0       1.0 10.0         0.15 5.588600e+03 2.572200e+03 2402    74.7      5.4   0.000
EUR_USD     80   fixed    30.0       0.0       0.5 10.0         0.15 3.068600e+03 7.238000e+02 1552    75.8      1.6   0.000
EUR_JPY     20   fixed    30.0       0.0       1.0  6.0         0.00 3.057400e+03 1.253800e+03 3656    83.9      3.4   0.000
EUR_USD     80   fixed    30.0       0.0       0.5 10.0         0.25 2.952000e+03 6.745000e+02 1466    76.4      1.8   0.000
EUR_JPY     50   fixed    50.0       0.0       0.5 10.0         0.00 2.639800e+03 6.063000e+02 1594    84.1      1.2   0.000
EUR_USD     80   fixed    30.0       0.0       0.5  8.0         0.15 2.579700e+03 6.235000e+02 1728    79.6      1.4   0.000
EUR_USD     80   fixed    30.0       0.0       0.5  6.0         0.15 2.508400e+03 4.579000e+02 2088    84.4      1.0   0.000
EUR_USD     80   fixed    30.0       0.0       0.5  8.0         0.25 2.462900e+03 4.145000e+02 1608    80.4      1.5   0.000
EUR_USD     50   fixed    30.0       0.0       0.5 10.0         0.25 2.426800e+03 2.987000e+02 1261    74.6      2.1   0.000
EUR_USD     80   fixed    30.0       0.0       0.5  6.0         0.25 2.384300e+03 4.052000e+02 1917    84.8      1.0   0.000
EUR_USD     80   fixed    30.0       0.0       0.5 10.0         0.00 2.244100e+03 9.276000e+02 1712    76.8      1.4   0.000
EUR_JPY     50   fixed    30.0       0.0       1.0 10.0         0.15 2.206900e+03 8.739000e+02 3058    75.6      4.6   0.000
EUR_JPY     50   fixed    30.0       0.0       1.0  6.0         0.25 2.148500e+03 8.096000e+02 2906    83.1      4.2   0.005
EUR_USD     50   fixed    30.0       0.0       0.5 10.0         0.15 2.093300e+03 3.592000e+02 1354    74.8      2.1   0.000
EUR_USD     50   fixed    30.0       0.0       0.5  8.0         0.15 2.034200e+03 2.956000e+02 1519    79.4      1.6   0.000
EUR_JPY     50   fixed    50.0       0.0       0.5 10.0         0.15 1.986100e+03 3.332000e+02 1463    84.8      1.0   0.000
EUR_USD     80   fixed    30.0       0.0       0.5  8.0         0.00 1.983700e+03 7.682000e+02 1911    80.1      1.2   0.000
EUR_USD     50   fixed    30.0       0.0       0.5  6.0         0.15 1.975600e+03 2.416000e+02 1771    83.7      1.2   0.000
EUR_USD     50   fixed    30.0       0.0       0.5  8.0         0.25 1.939000e+03 2.250000e+02 1364    78.4      1.6   0.000
EUR_USD     50   fixed    30.0       0.0       0.5  6.0         0.25 1.883100e+03 1.628000e+02 1568    82.8      1.2   0.000
EUR_USD     80   fixed    30.0       0.0       0.5  6.0         0.00 1.644600e+03 4.729000e+02 2305    83.9      0.7   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5 10.0         0.00 1.555800e+03 2.275000e+02 1020    81.9      1.0   0.000
EUR_USD     80   fixed    30.0       0.0       0.7  6.0         0.00 1.237200e+03 6.490000e+02 1942    83.4      1.7   0.000
EUR_USD     80   fixed    30.0       0.0       0.7 10.0         0.00 1.226000e+03 6.525000e+02 1388    75.1      2.7   0.000
EUR_USD     80   fixed    30.0       0.0       0.7  8.0         0.00 1.168900e+03 5.555000e+02 1597    79.5      2.3   0.000
EUR_USD     50   fixed    30.0       0.0       0.7 10.0         0.15 9.975000e+02 4.834000e+02 1127    73.6      3.5   0.000
EUR_JPY     50   fixed    50.0       0.0       0.7 10.0         0.15 9.849000e+02 3.680000e+02 1327    85.2      1.7   0.000
EUR_JPY     50   fixed    50.0       0.0       0.7 10.0         0.25 9.720000e+02 3.516000e+02 1212    85.1      1.6   0.000
EUR_USD     50   fixed    30.0       0.0       0.5 10.0         0.00 9.247000e+02 3.435000e+02 1509    76.6      1.8   0.000
EUR_USD     50   fixed    30.0       0.0       0.7  8.0         0.15 9.088000e+02 3.547000e+02 1282    78.2      2.9   0.000
EUR_JPY     50   fixed    50.0       0.0       0.5  6.0         0.00 9.079000e+02 2.123000e+02 2193    90.5      0.5   0.000
EUR_USD     80   fixed    30.0       0.0       0.7  6.0         0.15 8.900000e+02 3.692000e+02 1783    83.6      1.8   0.000
EUR_JPY     50   fixed    50.0       0.0       0.5  8.0         0.00 8.869000e+02 2.055000e+02 1835    87.0      0.8   0.000
EUR_USD     80   fixed    30.0       0.0       0.7  6.0         0.25 8.677000e+02 4.128000e+02 1678    83.9      1.5   0.000
EUR_JPY     50   fixed    50.0       0.0       0.7  8.0         0.25 8.288000e+02 2.638000e+02 1322    87.3      1.4   0.000
EUR_JPY     50   fixed    50.0       0.0       0.7  8.0         0.15 7.820000e+02 2.487000e+02 1468    87.3      1.5   0.000
EUR_USD     50   fixed    30.0       0.0       0.7 10.0         0.25 7.507000e+02 2.793000e+02 1107    74.3      3.3   0.000
EUR_USD     50   fixed    30.0       0.0       0.7  6.0         0.15 6.656000e+02 2.527000e+02 1560    83.0      1.9   0.000
EUR_USD     50   fixed    30.0       0.0       0.7  8.0         0.25 6.489000e+02 2.330000e+02 1206    77.9      2.5   0.000
EUR_USD     50   fixed    30.0       0.0       0.7  6.0         0.25 6.429000e+02 2.033000e+02 1385    82.2      1.9   0.000
EUR_USD     50   fixed    30.0       0.0       0.7  6.0         0.00 6.404000e+02 2.620000e+02 1825    84.1      1.6   0.000
EUR_USD     50   fixed    30.0       0.0       0.7 10.0         0.00 5.790000e+02 2.590000e+02 1277    75.7      3.1   0.000
EUR_USD     30   fixed    30.0       0.0       0.7  6.0         0.00 5.606000e+02 1.724000e+02 1368    84.8      2.0   0.000
EUR_USD     30   fixed    30.0       0.0       0.7 10.0         0.15 5.303000e+02 2.069000e+02  926    74.3      3.2   0.000
EUR_USD     30   fixed    30.0       0.0       0.7 10.0         0.25 5.091000e+02 1.672000e+02  867    75.0      3.0   0.000
EUR_USD     30   fixed    30.0       0.0       0.5 10.0         0.15 5.066000e+02 3.056000e+02 1022    74.0      2.1   0.000
EUR_USD     30   fixed    30.0       0.0       0.7  8.0         0.25 5.026000e+02 1.996000e+02  944    78.5      2.9   0.000
EUR_USD     50   fixed    30.0       0.0       0.7  8.0         0.00 4.904000e+02 1.937000e+02 1440    79.2      2.4   0.000
EUR_USD     20   fixed    30.0       0.0       0.7  6.0         0.00 4.810000e+02 1.618000e+02 1139    85.1      1.8   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5 10.0         0.15 4.278000e+02 1.917000e+02  881    82.6      1.0   0.000
EUR_USD     30   fixed    30.0       0.0       0.5 10.0         0.25 4.219000e+02 2.387000e+02  944    75.1      1.9   0.000
EUR_USD     50   fixed    30.0       0.0       0.5  6.0         0.00 4.213000e+02 2.598000e+02 2030    84.1      1.3   0.000
EUR_USD     80   fixed    30.0       0.0       1.0 10.0         0.15 4.173000e+02 3.002000e+02 1048    74.6      5.6   0.000
EUR_USD     30   fixed    30.0       0.0       0.5  8.0         0.25 4.152000e+02 2.076000e+02 1023    78.3      1.9   0.000
EUR_USD     20   fixed    30.0       0.0       0.7 10.0         0.00 4.150000e+02 1.172000e+02  937    76.7      2.9   0.000
EUR_USD     30   fixed    30.0       0.0       0.7  8.0         0.15 4.087000e+02 1.074000e+02 1033    78.8      2.6   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5  6.0         0.15 4.076000e+02 1.714000e+02 1037    89.5      0.7   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5  6.0         0.00 4.048000e+02 1.778000e+02 1287    89.4      0.6   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5  8.0         0.15 4.038000e+02 1.720000e+02  948    85.9      0.7   0.000
EUR_USD     50   fixed    30.0       0.0       0.5  8.0         0.00 4.013000e+02 2.722000e+02 1690    79.8      1.4   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5  8.0         0.00 3.961000e+02 1.793000e+02 1154    86.1      0.7   0.000
EUR_USD     80   fixed    30.0       0.0       1.0 10.0         0.25 3.881000e+02 2.704000e+02 1035    76.0      4.9   0.000
GBP_USD     80   fixed    50.0       0.0       0.5 10.0         0.25 3.849000e+02 1.230000e+02  766    84.9      2.0   0.000
EUR_USD     30   fixed    30.0       0.0       0.5  8.0         0.15 3.844000e+02 2.408000e+02 1131    78.1      1.8   0.000
EUR_USD     20   fixed    30.0       0.0       0.7 10.0         0.15 3.707000e+02 7.930000e+01  781    75.8      2.8   0.000
EUR_JPY     50   fixed    50.0       0.0       0.7  6.0         0.25 3.619000e+02 2.073000e+02 1530    90.7      1.2   0.000
EUR_USD     20   fixed    30.0       0.0       0.7 10.0         0.25 3.581000e+02 8.270000e+01  704    75.4      2.4   0.000
EUR_JPY     50   fixed    50.0       0.0       0.5  6.0         0.15 3.533000e+02 1.981000e+02 1919    91.0      0.5   0.000
EUR_USD     20   fixed    30.0       0.0       0.7  6.0         0.15 3.520000e+02 5.480000e+01  934    83.7      2.0   0.015
EUR_USD     20   fixed    30.0       0.0       0.5  8.0         0.00 3.455000e+02 2.068000e+02 1107    79.8      1.4   0.000
EUR_JPY     50   fixed    50.0       0.0       1.0 10.0         0.15 3.455000e+02 2.050000e+02 1131    85.0      3.4   0.000
EUR_USD     30   fixed    30.0       0.0       0.5  6.0         0.25 3.426000e+02 1.510000e+02 1155    83.8      1.1   0.000
EUR_USD     20   fixed    30.0       0.0       0.5 10.0         0.00 3.405000e+02 1.969000e+02 1007    76.3      1.5   0.000
EUR_USD     20   fixed    30.0       0.0       0.7  6.0         0.25 3.399000e+02 3.950000e+01  799    83.2      1.8   0.010
EUR_JPY     50   fixed    50.0       0.0       0.7  6.0         0.15 3.399000e+02 2.135000e+02 1758    91.0      1.2   0.000
GBP_USD     50   fixed    50.0       0.0       0.5  8.0         0.00 3.374000e+02 1.409000e+02  730    85.8      2.5   0.000
GBP_USD     50   fixed    50.0       0.0       0.5 10.0         0.00 3.343000e+02 1.517000e+02  663    83.6      2.6   0.000
EUR_USD     30   fixed    30.0       0.0       0.5  6.0         0.00 3.225000e+02 2.021000e+02 1523    84.4      1.2   0.000
EUR_JPY     20   fixed    50.0       0.0       1.0 10.0         0.15 3.196000e+02 1.060000e+02  713    82.2      4.1   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5 10.0         0.25 3.183000e+02 1.155000e+02  720    82.1      1.1   0.000
EUR_JPY     50   fixed    50.0       0.0       1.0  8.0         0.15 3.169000e+02 1.761000e+02 1258    87.4      2.9   0.000
EUR_JPY     20   fixed    50.0       0.0       0.7 10.0         0.00 3.168000e+02 2.182000e+02  905    82.2      2.8   0.000
EUR_USD     30   fixed    30.0       0.0       0.5  6.0         0.15 3.158000e+02 1.856000e+02 1287    83.5      1.2   0.000
EUR_USD     20   fixed    30.0       0.0       0.5 10.0         0.15 3.110000e+02 1.760000e+02  840    75.0      1.4   0.000
EUR_USD     20   fixed    30.0       0.0       0.5  8.0         0.15 2.978000e+02 1.632000e+02  921    79.5      1.3   0.000
EUR_USD     20   fixed    30.0       0.0       0.5  6.0         0.00 2.932000e+02 1.601000e+02 1246    85.0      1.0   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5  8.0         0.25 2.890000e+02 7.540000e+01  769    85.6      0.7   0.000
EUR_JPY     20   fixed    50.0       0.0       0.5  6.0         0.25 2.844000e+02 7.280000e+01  828    89.0      0.6   0.000
EUR_JPY     50   fixed    50.0       0.0       0.5  8.0         0.15 2.826000e+02 1.411000e+02 1610    87.1      0.7   0.000
EUR_JPY     20   fixed    50.0       0.0       0.7  8.0         0.00 2.810000e+02 1.838000e+02 1046    86.2      2.2   0.000
EUR_USD     20   fixed    30.0       0.0       0.5  6.0         0.15 2.752000e+02 1.393000e+02 1016    84.2      1.0   0.000
EUR_JPY     20   fixed    50.0       0.0       0.7 10.0         0.15 2.727000e+02 1.716000e+02  792    82.6      2.4   0.000
GBP_USD     50   fixed    50.0       0.0       0.5 10.0         0.15 2.655000e+02 9.640000e+01  620    84.4      1.8   0.000
GBP_USD     50   fixed    50.0       0.0       0.5  8.0         0.15 2.608000e+02 9.050000e+01  675    86.7      1.6   0.000
EUR_USD     20   fixed    30.0       0.0       1.0 10.0         0.15 2.599000e+02 1.723000e+02  677    75.6      4.9   0.000
EUR_JPY     20   fixed    50.0       0.0       0.7  6.0         0.00 2.563000e+02 1.648000e+02 1164    89.3      1.8   0.000
EUR_USD     30   fixed    30.0       0.0       0.7  6.0         0.25 2.497000e+02 8.040000e+01 1064    83.6      1.9   0.000
EUR_USD     20   fixed    30.0       0.0       1.0  8.0         0.15 2.478000e+02 1.660000e+02  762    79.7      4.1   0.000
EUR_JPY     20   fixed    50.0       0.0       0.7 10.0         0.25 2.440000e+02 1.502000e+02  669    82.5      2.7   0.000
EUR_USD     20   fixed    30.0       0.0       0.5 10.0         0.25 2.372000e+02 1.193000e+02  748    74.7      1.3   0.000
EUR_USD     30   fixed    30.0       0.0       0.7  6.0         0.15 2.355000e+02 6.210000e+01 1173    83.4      2.0   0.000
EUR_USD     30   fixed    30.0       0.0       1.0  6.0         0.15 2.342000e+02 1.627000e+02 1038    82.9      3.7   0.000
EUR_JPY     20   fixed    50.0       0.0       0.7  8.0         0.15 2.327000e+02 1.430000e+02  878    86.1      1.9   0.000
EUR_JPY     20   fixed    50.0       0.0       1.0  8.0         0.15 2.315000e+02 3.700000e+01  801    85.9      3.6   0.005
GBP_USD     30   fixed    50.0       0.0       0.7  6.0         0.15 2.306000e+02 5.910000e+01  448    89.1      2.7   0.000
EUR_USD     20   fixed    50.0       0.0       1.0 10.0         0.15 2.299000e+02 4.790000e+01  189    81.0      3.7   0.000
GBP_USD     50   fixed    50.0       0.0       0.5 10.0         0.25 2.255000e+02 7.650000e+01  574    84.5      1.7   0.000
